x1,x2,operacion,resultado
93,48,-,45.0
10,95,-,-85.0
34,20,*,680.0
85,56,+,141.0
7,95,/,0.07368421052631578
85,45,-,40.0
29,47,/,0.6170212765957447
1,73,+,74.0
51,69,+,120.0
29,32,*,928.0
12,67,/,0.1791044776119403
13,8,-,5.0
87,97,+,184.0
9,90,/,0.1
53,62,/,0.8548387096774194
49,19,*,931.0
99,68,*,6732.0
45,79,/,0.569620253164557
16,76,/,0.21052631578947367
86,28,/,3.0714285714285716
65,50,*,3250.0
73,33,/,2.212121212121212
26,85,-,-59.0
34,13,-,21.0
19,25,/,0.76
98,36,*,3528.0
27,49,*,1323.0
21,25,+,46.0
44,33,/,1.3333333333333333
41,53,*,2173.0
79,25,-,54.0
81,55,-,26.0
44,68,-,-24.0
97,13,/,7.461538461538462
29,85,*,2465.0
82,68,+,150.0
54,41,*,2214.0
97,59,+,156.0
95,27,-,68.0
85,42,+,127.0
38,46,+,84.0
40,88,*,3520.0
30,74,*,2220.0
26,3,+,29.0
36,93,-,-57.0
25,71,+,96.0
18,84,*,1512.0
66,56,+,122.0
45,5,+,50.0
53,86,+,139.0
46,18,+,64.0
83,86,+,169.0
11,65,*,715.0
64,63,/,1.0158730158730158
78,70,*,5460.0
85,54,*,4590.0
17,80,+,97.0
84,47,/,1.7872340425531914
7,82,/,0.08536585365853659
59,15,/,3.933333333333333
2,15,-,-13.0
70,43,/,1.627906976744186
75,92,+,167.0
47,37,/,1.2702702702702702
47,62,+,109.0
29,29,*,841.0
31,85,+,116.0
92,85,/,1.0823529411764705
79,97,-,-18.0
72,89,+,161.0
8,26,*,208.0
41,43,/,0.9534883720930233
67,37,+,104.0
6,36,*,216.0
97,27,+,124.0
58,24,-,34.0
35,92,+,127.0
17,69,*,1173.0
15,100,+,115.0
55,97,*,5335.0
42,58,+,100.0
76,40,*,3040.0
38,97,*,3686.0
22,51,/,0.43137254901960786
14,41,/,0.34146341463414637
12,82,/,0.14634146341463414
77,47,/,1.6382978723404256
33,34,-,-1.0
71,98,/,0.7244897959183674
53,12,*,636.0
1,29,*,29.0
58,67,*,3886.0
53,24,/,2.2083333333333335
61,12,/,5.083333333333333
82,17,+,99.0
58,59,+,117.0
83,1,*,83.0
30,15,-,15.0
40,21,-,19.0
75,99,/,0.7575757575757576
84,9,/,9.333333333333334
63,53,+,116.0
40,43,-,-3.0
61,100,*,6100.0
12,8,/,1.5
14,69,-,-55.0
74,12,/,6.166666666666667
77,85,-,-8.0
71,71,/,1.0
77,98,/,0.7857142857142857
65,90,-,-25.0
67,3,/,22.333333333333332
70,47,/,1.4893617021276595
38,54,*,2052.0
37,17,+,54.0
50,39,-,11.0
39,31,/,1.2580645161290323
17,97,+,114.0
22,35,-,-13.0
60,8,/,7.5
66,79,*,5214.0
40,66,*,2640.0
42,83,+,125.0
44,83,/,0.5301204819277109
83,66,-,17.0
87,3,/,29.0
16,25,+,41.0
22,16,+,38.0
89,8,-,81.0
31,55,+,86.0
75,81,/,0.9259259259259259
77,53,/,1.4528301886792452
63,62,*,3906.0
15,84,*,1260.0
72,37,+,109.0
53,82,/,0.6463414634146342
74,53,-,21.0
87,44,+,131.0
63,55,*,3465.0
50,67,*,3350.0
92,76,*,6992.0
32,36,*,1152.0
61,91,*,5551.0
13,92,+,105.0
36,70,-,-34.0
36,3,-,33.0
55,62,-,-7.0
40,27,/,1.4814814814814814
77,59,-,18.0
69,96,+,165.0
92,75,-,17.0
67,10,+,77.0
77,9,-,68.0
6,31,+,37.0
45,25,+,70.0
39,81,+,120.0
98,19,+,117.0
21,98,+,119.0
20,54,*,1080.0
19,16,+,35.0
34,77,-,-43.0
7,21,*,147.0
53,2,/,26.5
60,64,-,-4.0
66,72,+,138.0
74,69,-,5.0
34,41,*,1394.0
48,59,+,107.0
12,66,+,78.0
72,20,-,52.0
19,86,-,-67.0
2,25,+,27.0
63,89,+,152.0
18,49,-,-31.0
56,95,/,0.5894736842105263
100,47,+,147.0
58,81,+,139.0
97,2,-,95.0
87,4,-,83.0
11,55,*,605.0
54,54,+,108.0
82,45,/,1.8222222222222222
78,94,/,0.8297872340425532
58,22,-,36.0
55,87,-,-32.0
79,31,*,2449.0
82,84,/,0.9761904761904762
49,17,+,66.0
47,34,+,81.0
54,4,-,50.0
54,87,-,-33.0
22,64,-,-42.0
55,1,-,54.0
46,13,*,598.0
89,44,+,133.0
95,45,-,50.0
93,77,/,1.2077922077922079
42,30,+,72.0
67,93,+,160.0
75,3,*,225.0
71,96,/,0.7395833333333334
14,8,+,22.0
71,36,/,1.9722222222222223
17,18,+,35.0
33,88,+,121.0
69,3,*,207.0
14,93,+,107.0
51,54,-,-3.0
54,6,/,9.0
10,27,*,270.0
54,89,-,-35.0
39,17,*,663.0
26,32,-,-6.0
54,1,/,54.0
90,17,/,5.294117647058823
31,99,/,0.31313131313131315
88,50,+,138.0
96,80,+,176.0
11,85,+,96.0
33,2,+,35.0
59,71,-,-12.0
66,7,/,9.428571428571429
6,86,*,516.0
72,37,+,109.0
81,62,-,19.0
74,13,-,61.0
93,100,*,9300.0
97,84,-,13.0
34,57,-,-23.0
49,37,+,86.0
2,48,*,96.0
24,79,/,0.3037974683544304
92,95,-,-3.0
31,28,*,868.0
40,93,+,133.0
48,48,/,1.0
88,73,/,1.2054794520547945
46,38,*,1748.0
1,93,*,93.0
3,41,*,123.0
59,97,+,156.0
5,87,/,0.05747126436781609
52,95,+,147.0
69,14,/,4.928571428571429
96,35,/,2.742857142857143
67,88,-,-21.0
21,50,-,-29.0
62,43,/,1.441860465116279
78,2,*,156.0
86,38,*,3268.0
70,6,+,76.0
45,61,*,2745.0
4,91,+,95.0
88,30,/,2.933333333333333
42,91,+,133.0
77,65,/,1.1846153846153846
38,28,/,1.3571428571428572
5,21,+,26.0
59,52,+,111.0
38,7,-,31.0
24,89,-,-65.0
58,63,*,3654.0
42,78,-,-36.0
38,51,-,-13.0
2,66,-,-64.0
2,73,/,0.0273972602739726
22,20,-,2.0
76,10,-,66.0
7,53,+,60.0
80,54,-,26.0
90,65,-,25.0
15,94,*,1410.0
26,32,-,-6.0
9,92,-,-83.0
83,86,+,169.0
36,62,+,98.0
38,71,*,2698.0
9,7,-,2.0
73,44,+,117.0
72,3,+,75.0
63,39,-,24.0
57,22,+,79.0
11,59,/,0.1864406779661017
88,59,*,5192.0
53,33,+,86.0
65,58,+,123.0
24,82,*,1968.0
3,62,-,-59.0
2,62,-,-60.0
64,74,-,-10.0
53,30,/,1.7666666666666666
90,42,/,2.142857142857143
28,100,-,-72.0
2,83,*,166.0
75,17,+,92.0
15,67,*,1005.0
13,38,/,0.34210526315789475
15,17,/,0.8823529411764706
86,20,-,66.0
2,3,/,0.6666666666666666
17,50,+,67.0
40,19,*,760.0
19,96,-,-77.0
14,78,-,-64.0
40,5,*,200.0
64,18,+,82.0
31,9,/,3.4444444444444446
19,86,/,0.22093023255813954
89,23,+,112.0
32,52,/,0.6153846153846154
77,90,+,167.0
54,20,-,34.0
99,15,-,84.0
99,54,/,1.8333333333333333
53,68,+,121.0
10,31,-,-21.0
20,41,/,0.4878048780487805
22,13,/,1.6923076923076923
24,91,/,0.26373626373626374
7,38,+,45.0
76,6,*,456.0
64,9,-,55.0
92,99,*,9108.0
16,58,*,928.0
27,84,/,0.32142857142857145
13,98,-,-85.0
44,69,-,-25.0
26,12,*,312.0
9,19,/,0.47368421052631576
56,16,+,72.0
92,93,/,0.989247311827957
12,13,+,25.0
64,42,+,106.0
22,25,+,47.0
14,75,+,89.0
75,44,+,119.0
39,1,/,39.0
77,71,-,6.0
21,57,/,0.3684210526315789
30,27,/,1.1111111111111112
5,88,*,440.0
3,15,/,0.2
92,8,+,100.0
68,70,-,-2.0
42,28,/,1.5
54,8,/,6.75
68,62,*,4216.0
32,14,+,46.0
23,64,-,-41.0
62,85,+,147.0
76,50,*,3800.0
66,6,+,72.0
95,65,+,160.0
88,9,*,792.0
96,95,*,9120.0
19,84,*,1596.0
69,82,+,151.0
100,82,-,18.0
39,42,*,1638.0
17,17,/,1.0
5,88,*,440.0
22,48,-,-26.0
8,74,*,592.0
85,58,*,4930.0
21,3,/,7.0
35,17,*,595.0
92,20,*,1840.0
40,52,-,-12.0
86,80,-,6.0
100,36,-,64.0
34,19,+,53.0
89,64,+,153.0
12,93,*,1116.0
64,19,-,45.0
72,65,+,137.0
18,24,-,-6.0
91,3,+,94.0
80,85,+,165.0
93,64,+,157.0
44,90,-,-46.0
81,5,+,86.0
61,62,/,0.9838709677419355
52,70,/,0.7428571428571429
1,95,+,96.0
20,25,*,500.0
48,31,-,17.0
36,73,-,-37.0
100,48,/,2.0833333333333335
14,79,*,1106.0
78,35,+,113.0
40,94,*,3760.0
33,1,*,33.0
94,16,*,1504.0
50,98,*,4900.0
79,7,+,86.0
74,49,-,25.0
46,79,/,0.5822784810126582
16,50,*,800.0
42,25,/,1.68
52,89,/,0.5842696629213483
75,29,*,2175.0
35,61,+,96.0
68,44,*,2992.0
78,81,+,159.0
65,39,/,1.6666666666666667
72,40,*,2880.0
98,4,-,94.0
5,29,/,0.1724137931034483
70,84,+,154.0
51,40,-,11.0
92,49,+,141.0
13,55,*,715.0
44,93,*,4092.0
27,11,/,2.4545454545454546
94,65,/,1.4461538461538461
41,80,+,121.0
50,66,*,3300.0
32,81,*,2592.0
84,32,/,2.625
43,83,-,-40.0
28,54,/,0.5185185185185185
12,95,/,0.12631578947368421
59,91,/,0.6483516483516484
97,54,+,151.0
47,20,/,2.35
38,62,*,2356.0
30,74,*,2220.0
46,70,+,116.0
12,19,-,-7.0
29,42,-,-13.0
60,40,*,2400.0
64,16,*,1024.0
94,90,/,1.0444444444444445
14,73,*,1022.0
50,17,+,67.0
2,17,+,19.0
59,93,+,152.0
89,89,/,1.0
92,38,-,54.0
20,14,/,1.4285714285714286
37,74,+,111.0
23,90,/,0.25555555555555554
93,6,*,558.0
50,27,+,77.0
90,75,-,15.0
29,34,-,-5.0
65,29,*,1885.0
79,95,-,-16.0
50,62,-,-12.0
61,37,-,24.0
77,7,+,84.0
20,63,/,0.31746031746031744
61,88,*,5368.0
27,54,/,0.5
89,57,+,146.0
25,58,+,83.0
44,10,+,54.0
33,33,+,66.0
84,49,*,4116.0
54,50,*,2700.0
57,87,-,-30.0
89,66,*,5874.0
14,2,+,16.0
5,34,/,0.14705882352941177
97,50,/,1.94
9,92,*,828.0
17,13,*,221.0
45,91,-,-46.0
76,35,-,41.0
45,37,+,82.0
42,20,-,22.0
38,87,*,3306.0
23,61,*,1403.0
12,62,-,-50.0
51,10,/,5.1
96,21,/,4.571428571428571
13,63,+,76.0
72,85,+,157.0
33,22,-,11.0
21,11,/,1.9090909090909092
90,66,-,24.0
74,43,/,1.7209302325581395
27,100,*,2700.0
14,41,*,574.0
24,38,+,62.0
14,53,+,67.0
46,50,*,2300.0
71,26,*,1846.0
88,17,-,71.0
3,84,+,87.0
89,44,+,133.0
54,4,*,216.0
23,41,-,-18.0
21,54,*,1134.0
2,74,-,-72.0
60,52,-,8.0
12,65,-,-53.0
71,11,/,6.454545454545454
59,5,-,54.0
67,13,/,5.153846153846154
8,95,-,-87.0
34,19,+,53.0
24,35,*,840.0
72,19,-,53.0
64,2,/,32.0
11,10,+,21.0
60,80,+,140.0
55,99,/,0.5555555555555556
46,53,-,-7.0
99,92,*,9108.0
9,43,*,387.0
24,47,/,0.5106382978723404
4,17,*,68.0
1,66,+,67.0
100,73,*,7300.0
52,52,-,0.0
29,55,+,84.0
7,59,*,413.0
8,82,+,90.0
13,86,+,99.0
88,47,+,135.0
25,39,+,64.0
2,77,*,154.0
60,46,+,106.0
17,2,+,19.0
72,55,+,127.0
58,25,+,83.0
4,86,+,90.0
36,79,/,0.45569620253164556
66,88,-,-22.0
60,28,/,2.142857142857143
4,73,+,77.0
72,81,/,0.8888888888888888
87,40,*,3480.0
21,36,+,57.0
29,74,/,0.3918918918918919
78,52,/,1.5
31,82,-,-51.0
2,37,-,-35.0
56,63,-,-7.0
76,9,*,684.0
13,44,*,572.0
6,62,*,372.0
97,82,/,1.1829268292682926
25,11,-,14.0
88,74,-,14.0
25,33,*,825.0
49,17,-,32.0
70,73,*,5110.0
11,81,*,891.0
16,35,/,0.45714285714285713
52,47,/,1.1063829787234043
69,88,/,0.7840909090909091
54,38,-,16.0
91,8,-,83.0
31,83,-,-52.0
52,56,-,-4.0
51,78,*,3978.0
100,57,+,157.0
65,100,*,6500.0
35,95,/,0.3684210526315789
40,52,*,2080.0
89,74,*,6586.0
13,1,*,13.0
9,65,-,-56.0
85,95,/,0.8947368421052632
29,81,/,0.35802469135802467
33,30,+,63.0
11,65,-,-54.0
2,78,*,156.0
10,93,-,-83.0
21,43,-,-22.0
35,27,/,1.2962962962962963
79,20,*,1580.0
23,43,-,-20.0
57,43,/,1.3255813953488371
24,60,/,0.4
36,69,+,105.0
16,3,+,19.0
77,85,/,0.9058823529411765
15,58,-,-43.0
81,52,+,133.0
56,52,+,108.0
91,88,*,8008.0
12,56,+,68.0
51,99,-,-48.0
89,10,/,8.9
57,89,-,-32.0
37,14,-,23.0
31,84,/,0.36904761904761907
1,33,+,34.0
23,99,+,122.0
53,21,-,32.0
78,54,+,132.0
36,85,+,121.0
94,32,+,126.0
36,53,*,1908.0
46,75,/,0.6133333333333333
47,30,-,17.0
100,72,+,172.0
39,30,-,9.0
39,92,/,0.42391304347826086
83,70,/,1.1857142857142857
13,25,-,-12.0
86,5,+,91.0
45,52,-,-7.0
65,63,+,128.0
10,48,+,58.0
27,3,-,24.0
68,36,*,2448.0
83,24,/,3.4583333333333335
13,2,+,15.0
56,69,-,-13.0
100,51,+,151.0
4,97,/,0.041237113402061855
75,7,-,68.0
85,12,-,73.0
77,16,*,1232.0
46,90,-,-44.0
34,34,-,0.0
64,62,-,2.0
21,21,/,1.0
58,75,-,-17.0
50,43,-,7.0
71,69,/,1.0289855072463767
89,25,+,114.0
76,23,/,3.3043478260869565
26,85,+,111.0
60,66,*,3960.0
65,22,*,1430.0
82,90,-,-8.0
31,29,/,1.0689655172413792
28,62,+,90.0
96,93,*,8928.0
54,88,+,142.0
43,7,/,6.142857142857143
59,89,+,148.0
30,77,*,2310.0
20,95,*,1900.0
24,37,*,888.0
23,4,+,27.0
54,10,+,64.0
13,29,*,377.0
18,51,*,918.0
69,16,/,4.3125
25,16,*,400.0
61,72,-,-11.0
93,20,+,113.0
74,92,+,166.0
100,100,+,200.0
47,15,/,3.1333333333333333
36,67,/,0.5373134328358209
36,32,+,68.0
62,83,/,0.7469879518072289
62,94,*,5828.0
5,25,*,125.0
29,30,+,59.0
1,84,*,84.0
58,71,-,-13.0
43,27,+,70.0
66,52,/,1.2692307692307692
94,61,*,5734.0
15,12,+,27.0
82,37,*,3034.0
86,45,+,131.0
74,3,/,24.666666666666668
43,9,+,52.0
18,59,*,1062.0
26,37,*,962.0
61,47,-,14.0
89,83,*,7387.0
20,77,-,-57.0
7,94,+,101.0
36,87,/,0.41379310344827586
5,60,+,65.0
13,73,+,86.0
16,59,/,0.2711864406779661
34,60,/,0.5666666666666667
89,47,*,4183.0
31,88,+,119.0
51,25,*,1275.0
21,11,-,10.0
2,64,*,128.0
39,59,+,98.0
8,60,+,68.0
30,44,+,74.0
30,7,-,23.0
58,27,*,1566.0
36,23,+,59.0
13,33,/,0.3939393939393939
64,27,*,1728.0
5,19,-,-14.0
26,74,-,-48.0
4,96,+,100.0
84,35,-,49.0
83,11,*,913.0
20,60,/,0.3333333333333333
17,6,+,23.0
83,94,/,0.8829787234042553
30,74,/,0.40540540540540543
70,52,+,122.0
50,14,/,3.5714285714285716
96,49,/,1.9591836734693877
56,51,+,107.0
45,82,*,3690.0
83,5,+,88.0
51,43,/,1.186046511627907
29,41,*,1189.0
2,52,*,104.0
24,23,/,1.0434782608695652
84,37,*,3108.0
55,80,*,4400.0
66,98,-,-32.0
21,39,+,60.0
52,35,+,87.0
43,88,+,131.0
29,54,-,-25.0
59,58,*,3422.0
35,87,*,3045.0
24,70,*,1680.0
87,12,-,75.0
24,99,/,0.24242424242424243
79,19,+,98.0
2,78,-,-76.0
83,86,*,7138.0
3,17,+,20.0
96,31,/,3.096774193548387
98,50,*,4900.0
86,30,-,56.0
38,70,-,-32.0
100,81,-,19.0
87,18,*,1566.0
2,86,/,0.023255813953488372
63,20,-,43.0
66,94,+,160.0
78,38,*,2964.0
62,52,+,114.0
93,52,/,1.7884615384615385
96,15,/,6.4
34,46,-,-12.0
97,72,*,6984.0
87,44,+,131.0
90,84,+,174.0
8,53,-,-45.0
74,31,*,2294.0
32,21,+,53.0
93,54,-,39.0
90,10,-,80.0
62,43,/,1.441860465116279
94,96,-,-2.0
79,40,+,119.0
10,48,*,480.0
99,96,*,9504.0
90,19,+,109.0
82,3,/,27.333333333333332
86,1,/,86.0
90,25,*,2250.0
36,37,-,-1.0
57,25,/,2.28
90,79,-,11.0
94,41,-,53.0
8,71,*,568.0
97,29,-,68.0
85,90,+,175.0
2,69,-,-67.0
92,39,*,3588.0
44,10,*,440.0
83,95,*,7885.0
13,32,-,-19.0
91,16,-,75.0
27,40,+,67.0
54,64,-,-10.0
85,8,/,10.625
78,78,*,6084.0
99,76,+,175.0
77,32,/,2.40625
69,70,-,-1.0
85,72,-,13.0
40,23,-,17.0
90,79,*,7110.0
27,66,-,-39.0
70,24,/,2.9166666666666665
51,31,/,1.6451612903225807
29,33,*,957.0
12,56,-,-44.0
76,59,*,4484.0
13,77,/,0.16883116883116883
85,70,*,5950.0
4,7,+,11.0
44,15,+,59.0
56,66,+,122.0
72,91,/,0.7912087912087912
100,85,/,1.1764705882352942
40,23,+,63.0
77,66,*,5082.0
91,76,*,6916.0
86,73,*,6278.0
20,97,*,1940.0
60,45,/,1.3333333333333333
80,58,-,22.0
65,29,/,2.2413793103448274
79,39,+,118.0
47,47,/,1.0
15,48,/,0.3125
49,30,+,79.0
70,72,*,5040.0
46,95,+,141.0
29,54,-,-25.0
88,57,-,31.0
53,53,/,1.0
98,5,*,490.0
99,44,+,143.0
85,67,+,152.0
67,41,*,2747.0
98,9,*,882.0
93,18,+,111.0
63,62,*,3906.0
52,21,/,2.4761904761904763
36,6,-,30.0
5,41,+,46.0
74,70,-,4.0
27,94,+,121.0
65,47,-,18.0
11,51,+,62.0
17,2,-,15.0
41,55,-,-14.0
96,18,+,114.0
73,46,/,1.5869565217391304
63,56,+,119.0
78,60,*,4680.0
53,66,*,3498.0
36,73,+,109.0
50,99,*,4950.0
94,50,/,1.88
26,30,-,-4.0
30,85,+,115.0
12,52,-,-40.0
77,27,*,2079.0
35,22,-,13.0
15,4,/,3.75
38,41,/,0.926829268292683
90,76,-,14.0
3,41,+,44.0
77,29,-,48.0
3,93,+,96.0
86,70,/,1.2285714285714286
99,48,*,4752.0
43,40,*,1720.0
3,36,-,-33.0
3,64,+,67.0
100,19,+,119.0
14,20,-,-6.0
16,55,/,0.2909090909090909
67,29,*,1943.0
34,62,*,2108.0
40,33,/,1.2121212121212122
63,64,+,127.0
45,99,-,-54.0
97,49,/,1.9795918367346939
62,60,+,122.0
21,66,-,-45.0
50,42,+,92.0
99,61,+,160.0
24,79,/,0.3037974683544304
58,44,*,2552.0
95,71,/,1.3380281690140845
36,6,/,6.0
19,53,*,1007.0
84,76,/,1.105263157894737
33,50,+,83.0
9,37,+,46.0
67,30,/,2.2333333333333334
84,27,-,57.0
64,6,*,384.0
35,16,-,19.0
10,10,+,20.0
25,51,+,76.0
5,24,-,-19.0
5,5,*,25.0
88,30,-,58.0
53,14,*,742.0
63,4,+,67.0
16,20,+,36.0
70,96,+,166.0
61,48,/,1.2708333333333333
26,61,+,87.0
51,96,+,147.0
82,35,-,47.0
91,41,+,132.0
45,92,+,137.0
23,31,*,713.0
6,62,-,-56.0
80,95,/,0.8421052631578947
46,35,-,11.0
38,23,*,874.0
48,15,/,3.2
19,68,+,87.0
86,39,+,125.0
3,30,*,90.0
84,64,+,148.0
61,82,+,143.0
63,9,*,567.0
90,15,-,75.0
80,24,-,56.0
16,10,-,6.0
31,58,+,89.0
38,39,*,1482.0
96,40,*,3840.0
34,76,-,-42.0
31,97,/,0.31958762886597936
58,93,*,5394.0
14,67,/,0.208955223880597
93,16,+,109.0
19,75,*,1425.0
100,39,+,139.0
62,57,-,5.0
78,36,*,2808.0
79,91,+,170.0
39,7,/,5.571428571428571
48,36,+,84.0
83,95,-,-12.0
44,2,/,22.0
27,12,-,15.0
40,60,-,-20.0
77,36,*,2772.0
13,47,+,60.0
3,83,/,0.03614457831325301
73,98,+,171.0
62,3,+,65.0
13,39,-,-26.0
60,68,-,-8.0
49,63,+,112.0
95,35,-,60.0
39,80,*,3120.0
29,43,*,1247.0
17,77,*,1309.0
8,66,-,-58.0
95,93,+,188.0
76,35,/,2.1714285714285713
88,87,-,1.0
28,38,-,-10.0
3,78,*,234.0
69,88,+,157.0
32,14,*,448.0
37,94,*,3478.0
21,52,*,1092.0
59,99,+,158.0
15,75,*,1125.0
4,88,/,0.045454545454545456
91,49,+,140.0
84,8,-,76.0
14,93,-,-79.0
49,96,+,145.0
37,83,-,-46.0
94,91,/,1.032967032967033
51,90,-,-39.0
21,67,-,-46.0
3,6,-,-3.0
92,23,*,2116.0
18,31,+,49.0
98,9,+,107.0
59,48,-,11.0
33,70,/,0.4714285714285714
97,40,/,2.425
45,15,-,30.0
9,90,+,99.0
79,16,/,4.9375
81,7,-,74.0
3,91,*,273.0
70,24,-,46.0
89,89,*,7921.0
37,64,-,-27.0
15,60,-,-45.0
54,13,+,67.0
52,26,*,1352.0
93,5,-,88.0
99,47,-,52.0
77,49,*,3773.0
7,13,/,0.5384615384615384
96,4,+,100.0
82,8,+,90.0
50,54,*,2700.0
93,59,*,5487.0
29,89,+,118.0
58,38,-,20.0
7,41,-,-34.0
69,54,+,123.0
74,57,/,1.2982456140350878
90,9,+,99.0
42,16,/,2.625
24,44,*,1056.0
97,43,/,2.255813953488372
8,36,*,288.0
22,17,+,39.0
11,65,*,715.0
45,78,/,0.5769230769230769
41,9,-,32.0
50,100,-,-50.0
33,42,/,0.7857142857142857
25,83,/,0.30120481927710846
54,83,/,0.6506024096385542
28,86,+,114.0
18,58,*,1044.0
76,30,-,46.0
100,96,*,9600.0
95,86,*,8170.0
19,92,*,1748.0
52,7,/,7.428571428571429
14,13,/,1.0769230769230769
42,57,+,99.0
78,87,*,6786.0
64,71,*,4544.0
30,41,*,1230.0
4,2,-,2.0
65,14,*,910.0
16,45,*,720.0
99,47,/,2.106382978723404
66,98,-,-32.0
61,95,/,0.6421052631578947
97,40,*,3880.0
97,89,*,8633.0
76,63,/,1.2063492063492063
3,88,/,0.03409090909090909
20,63,+,83.0
82,20,+,102.0
2,100,-,-98.0
60,19,+,79.0
77,4,/,19.25
92,53,-,39.0
49,53,-,-4.0
97,31,+,128.0
20,91,+,111.0
16,52,*,832.0
1,90,-,-89.0
65,40,*,2600.0
74,16,/,4.625
91,13,-,78.0
41,14,+,55.0
66,8,/,8.25
75,36,+,111.0
81,42,+,123.0
9,87,/,0.10344827586206896
75,10,/,7.5
54,47,-,7.0
20,23,*,460.0
22,79,-,-57.0
67,6,-,61.0
31,73,/,0.4246575342465753
36,91,-,-55.0
42,61,+,103.0
39,45,+,84.0
26,62,-,-36.0
21,61,+,82.0
7,46,+,53.0
88,74,-,14.0
4,12,*,48.0
23,84,+,107.0
93,15,*,1395.0
95,77,/,1.2337662337662338
98,61,*,5978.0
5,46,+,51.0
31,53,/,0.5849056603773585
19,32,-,-13.0
29,66,-,-37.0
41,46,*,1886.0
93,23,/,4.043478260869565
94,54,*,5076.0
29,30,+,59.0
70,93,/,0.7526881720430108
45,12,/,3.75
90,22,/,4.090909090909091
31,31,*,961.0
83,50,-,33.0
93,68,-,25.0
54,41,+,95.0
17,26,-,-9.0
99,14,-,85.0
19,99,/,0.1919191919191919
7,65,+,72.0
72,13,/,5.538461538461538
86,69,*,5934.0
43,21,*,903.0
10,8,*,80.0
75,69,-,6.0
25,2,-,23.0
93,27,+,120.0
48,1,+,49.0
60,100,/,0.6
31,18,/,1.7222222222222223
67,22,/,3.0454545454545454
33,27,/,1.2222222222222223
22,50,+,72.0
76,74,*,5624.0
68,88,+,156.0
51,64,-,-13.0
31,29,*,899.0
2,50,+,52.0
92,58,*,5336.0
5,48,*,240.0
77,54,+,131.0
74,60,/,1.2333333333333334
1,4,-,-3.0
28,93,*,2604.0
63,96,-,-33.0
63,56,*,3528.0
19,29,/,0.6551724137931034
14,52,+,66.0
32,52,+,84.0
29,75,+,104.0
67,34,/,1.9705882352941178
12,95,+,107.0
50,86,+,136.0
39,50,*,1950.0
51,33,-,18.0
69,10,+,79.0
32,100,+,132.0
35,94,/,0.3723404255319149
26,28,/,0.9285714285714286
44,87,+,131.0
26,77,+,103.0
72,16,*,1152.0
50,73,+,123.0
25,29,/,0.8620689655172413
75,67,/,1.1194029850746268
34,30,-,4.0
21,29,+,50.0
81,52,+,133.0
45,43,*,1935.0
56,25,-,31.0
32,26,*,832.0
23,20,+,43.0
29,36,/,0.8055555555555556
34,49,-,-15.0
75,19,/,3.9473684210526314
85,32,*,2720.0
39,60,+,99.0
97,79,-,18.0
6,64,*,384.0
87,82,/,1.0609756097560976
65,75,/,0.8666666666666667
75,35,+,110.0
18,20,/,0.9
85,81,/,1.0493827160493827
87,17,-,70.0
6,37,+,43.0
41,98,-,-57.0
25,56,+,81.0
94,25,+,119.0
15,8,/,1.875
10,93,+,103.0
58,31,*,1798.0
79,99,*,7821.0
72,12,/,6.0
23,49,*,1127.0
20,73,*,1460.0
12,77,/,0.15584415584415584
33,92,-,-59.0
52,30,/,1.7333333333333334
91,69,/,1.318840579710145
60,21,/,2.857142857142857
70,5,/,14.0
78,29,+,107.0
90,23,+,113.0
5,32,+,37.0
45,41,+,86.0
50,59,/,0.847457627118644
26,31,*,806.0
48,7,/,6.857142857142857
47,51,+,98.0
64,85,+,149.0
90,92,-,-2.0
64,35,+,99.0
73,62,-,11.0
52,74,/,0.7027027027027027
35,3,+,38.0
9,54,-,-45.0
45,71,+,116.0
76,1,-,75.0
16,48,+,64.0
3,76,*,228.0
36,57,/,0.631578947368421
31,48,/,0.6458333333333334
73,18,*,1314.0
32,61,-,-29.0
18,95,*,1710.0
82,98,*,8036.0
66,43,/,1.5348837209302326
82,37,+,119.0
34,46,-,-12.0
32,49,/,0.6530612244897959
97,16,*,1552.0
78,61,+,139.0
89,95,+,184.0
88,74,-,14.0
45,94,+,139.0
70,5,/,14.0
73,11,+,84.0
54,83,*,4482.0
39,97,/,0.4020618556701031
63,77,+,140.0
68,51,+,119.0
67,20,-,47.0
23,3,/,7.666666666666667
76,9,-,67.0
40,40,-,0.0
7,29,/,0.2413793103448276
2,56,*,112.0
5,89,+,94.0
81,17,-,64.0
5,43,+,48.0
34,95,*,3230.0
40,46,-,-6.0
59,11,-,48.0
8,25,/,0.32
54,34,*,1836.0
12,58,-,-46.0
54,1,/,54.0
84,83,-,1.0
39,65,+,104.0
58,46,*,2668.0
40,45,*,1800.0
27,76,/,0.35526315789473684
7,14,-,-7.0
65,20,*,1300.0
94,43,+,137.0
79,3,-,76.0
89,74,+,163.0
55,46,-,9.0
94,99,/,0.9494949494949495
46,67,+,113.0
67,2,*,134.0
17,69,-,-52.0
99,57,-,42.0
18,70,*,1260.0
79,89,-,-10.0
79,17,*,1343.0
62,40,+,102.0
38,76,*,2888.0
96,1,+,97.0
82,33,+,115.0
47,43,+,90.0
65,95,-,-30.0
69,73,*,5037.0
21,17,/,1.2352941176470589
32,80,/,0.4
70,77,-,-7.0
13,19,/,0.6842105263157895
70,37,*,2590.0
82,32,*,2624.0
39,79,/,0.4936708860759494
52,28,*,1456.0
61,30,+,91.0
